Zone,Revenue District,Org District,AC Number,AC Name,Site AC,Site AC No,Org Mandal,LB Type,Local Body Code,Local Body Name,Ward Code,Ward Number,Ward Name,Males,Females,Others,Total
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02063,Elamadu,G02063002,2,Paramcodu,624,743,0,"1,367"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02063,Elamadu,G02063003,3,Pulikkuzhi,584,730,0,"1,314"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02063,Elamadu,G02063004,4,Vengoor,604,728,0,"1,332"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02063,Elamadu,G02063005,5,Thevannoor,540,645,0,"1,185"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02063,Elamadu,G02063006,6,Ambalammukku,519,601,0,"1,120"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02063,Elamadu,G02063007,7,Kulanjiyil,539,629,0,"1,168"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02063,Elamadu,G02063008,8,Thottathara,674,718,0,"1,392"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02063,Elamadu,G02063009,9,Arkkannoor,644,742,0,"1,386"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02063,Elamadu,G02063010,10,Kannamkodu,700,826,0,"1,526"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02063,Elamadu,G02063011,11,Karalikonam,645,740,0,"1,385"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02063,Elamadu,G02063012,12,Puthoor,547,642,0,"1,189"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02063,Elamadu,G02063013,13,Elamadu,519,701,0,"1,220"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02063,Elamadu,G02063014,14,Edatharappana,546,737,0,"1,283"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02063,Elamadu,G02063015,15,Kollukonam,578,720,0,"1,298"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02063,Elamadu,G02063016,16,Kottakkavila,568,742,0,"1,310"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02063,Elamadu,G02063017,17,Cheruvakkal,654,796,0,"1,450"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02063,Elamadu,G02063018,18,Nettayam,586,688,0,"1,274"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02064,Nilamel,G02064001,1,Elikkunnammukal,462,586,0,"1,048"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02064,Nilamel,G02064002,2,Valiyavazhy,383,437,0,820
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02064,Nilamel,G02064003,3,Nedumpacha,521,604,0,"1,125"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02064,Nilamel,G02064004,4,Mulayakkonam,543,638,0,"1,181"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02064,Nilamel,G02064005,5,Murukkumon,484,619,0,"1,103"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02064,Nilamel,G02064006,6,Puthussery,406,497,0,903
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02064,Nilamel,G02064007,7,College,509,651,0,"1,160"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02064,Nilamel,G02064008,8,Vellampara,393,451,0,844
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02064,Nilamel,G02064009,9,Cherattukuzhy,500,634,0,"1,134"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02064,Nilamel,G02064010,10,Town,495,621,0,"1,116"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02064,Nilamel,G02064011,11,Banglamkunnu,486,592,0,"1,078"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02064,Nilamel,G02064012,12,Veykal,456,487,0,943
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02064,Nilamel,G02064013,13,Vellary,523,569,0,"1,092"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chadayamangalam,G,G02064,Nilamel,G02064014,14,Kaithode,488,576,0,"1,064"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chithara,G,G02065,Kummil,G02065001,1,Pullupana,380,434,0,814
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chithara,G,G02065,Kummil,G02065002,2,Eyyakkodu,453,552,0,"1,005"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chithara,G,G02065,Kummil,G02065003,3,Mukkunnam,452,559,0,"1,011"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chithara,G,G02065,Kummil,G02065004,4,Anappara,345,466,0,811
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chithara,G,G02065,Kummil,G02065005,5,Thrikkannapuram,592,677,0,"1,269"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chithara,G,G02065,Kummil,G02065006,6,Pangalukad,369,456,0,825
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chithara,G,G02065,Kummil,G02065007,7,Darpakkadu,476,558,0,"1,034"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chithara,G,G02065,Kummil,G02065008,8,Kondodi,433,496,0,929
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chithara,G,G02065,Kummil,G02065009,9,Mankadu,527,654,0,"1,181"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chithara,G,G02065,Kummil,G02065010,10,Kummil North,539,674,0,"1,213"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chithara,G,G02065,Kummil,G02065011,11,Kummil,592,730,0,"1,322"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chithara,G,G02065,Kummil,G02065012,12,Thachonam,430,531,0,961
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chithara,G,G02065,Kummil,G02065013,13,Mullakkara,517,633,0,"1,150"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chithara,G,G02065,Kummil,G02065014,14,Vattathamara,510,612,0,"1,122"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chithara,G,G02065,Kummil,G02065015,15,Sambramam,576,641,0,"1,217"
Thiruvananthapuram,Kollam,Kollam East,122,Chadayamangalam,,,Chithara,G,G02065,Kummil,G02065016,16,Puthukkod,607,736,0,"1,343"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006001,1,Arampunna,561,701,0,"1,262"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006002,2,Kanjiramala,569,625,0,"1,194"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006003,3,Chalakodu,610,726,0,"1,336"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006004,4,Papermill,515,609,0,"1,124"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006005,5,Nedumkayam,545,610,0,"1,155"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006006,6,Sasthamkoanam,501,567,0,"1,068"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006007,7,Musavari,516,668,0,"1,184"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006008,8,Nethaji,558,648,0,"1,206"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006009,9,Bharanikavu,439,520,0,959
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006010,10,Nellippally,490,584,0,"1,074"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006011,11,Vilakkuvattam,543,615,1,"1,159"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006012,12,Kallar,542,642,0,"1,184"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006013,13,High School,577,665,0,"1,242"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006014,14,Thumbodu,592,656,0,"1,248"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006015,15,Kalayanadu,573,651,0,"1,224"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006016,16,Valakkodu,686,803,0,"1,489"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006017,17,Karakkadu,509,620,0,"1,129"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006018,18,Thamarapally,556,646,0,"1,202"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006019,19,Placheri,513,645,0,"1,158"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006020,20,Mylakkal,561,653,0,"1,214"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006021,21,Gracing Block,452,537,0,989
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006022,22,Kakkodu,589,703,0,"1,292"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006023,23,Aikkarakonam,460,563,0,"1,023"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006024,24,Kealankavu,487,596,0,"1,083"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006025,25,Ashtamangalam,497,601,0,"1,098"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006026,26,Maniyar,516,591,0,"1,107"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006027,27,Paravattam,575,684,0,"1,259"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006028,28,Tholikkodu,571,694,0,"1,265"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006029,29,Powerhouse,453,527,0,980
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006030,30,Komalamkunnu,481,554,0,"1,035"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006031,31,College,563,663,0,"1,226"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006032,32,Kuthirachira,597,682,0,"1,279"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006033,33,Kalagummukal,514,644,0,"1,158"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006034,34,Town,663,774,0,"1,437"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006035,35,Chemmanthoor,635,710,0,"1,345"
Thiruvananthapuram,Kollam,Kollam East,121,Punaloor,,,Punalur,M,M02006,Punalur,M02006036,36,Pathekkar,590,688,0,"1,278"
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087001,1,Avanoor,447,470,0,917
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087002,2,Muslim Street,399,501,0,900
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087003,3,Sastham Mugal,507,647,0,"1,154"
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087004,4,Chanthamukku,353,410,0,763
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087005,5,K.S.R.T.C.,393,477,0,870
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087006,6,Pazhayatheruvu,418,451,0,869
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087007,7,College,426,496,0,922
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087008,8,Pulamon Town,450,561,0,"1,011"
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087009,9,Kulashekaranelloor,350,395,0,745
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087010,10,Kizhakkekara,420,491,0,911
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087011,11,Eeyamkunnu,497,550,0,"1,047"
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087012,12,Icemukku,446,535,0,981
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087013,13,Thottamukku,361,377,0,738
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087014,14,Thrikkannamangal,388,488,0,876
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087015,15,Gandhinagar,376,427,0,803
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087016,16,Kadalavila,430,517,0,947
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087017,17,Velamkonam,429,527,0,956
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087018,18,E.T.C,453,498,0,951
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087019,19,Ambalapuram,386,497,0,883
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087020,20,Alumpara,405,465,0,870
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087021,21,Kalluvathukkal,391,459,0,850
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087022,22,Neeleswaram,363,422,0,785
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087023,23,Ammummamukku,350,404,0,754
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087024,24,Kadamkulam,400,481,0,881
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087025,25,Gandhimukku,415,494,0,909
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087026,26,Town,352,369,0,721
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087027,27,Railway Station,425,473,0,898
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087028,28,Padinjattinkara,483,584,0,"1,067"
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087029,29,Chenthara,370,458,0,828
Thiruvananthapuram,Kollam,Kollam East,119,Kottarakkara,,,Kottarakkara,M,M02087,Kottarakkara,M02087030,30,Palamoodu,472,579,0,"1,051"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03001,Anikkadu,G03001001,1,Nalloorppadavu,465,433,0,898
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03001,Anikkadu,G03001002,2,Valliyakulam,419,439,0,858
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03001,Anikkadu,G03001003,3,Anikkadu,415,412,0,827
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03001,Anikkadu,G03001004,4,Noorommavu,337,509,0,846
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03001,Anikkadu,G03001005,5,Chakkattupadi,422,450,0,872
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03001,Anikkadu,G03001006,6,Punnavely,415,464,0,879
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03001,Anikkadu,G03001007,7,Chakkalakkunnu,433,474,0,907
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03001,Anikkadu,G03001008,8,Vaipur,443,473,0,916
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03001,Anikkadu,G03001009,9,Vadakkemuri,451,479,0,930
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03001,Anikkadu,G03001010,10,Pullukuthi,398,425,0,823
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03001,Anikkadu,G03001011,11,Muttathumavu,409,448,0,857
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03001,Anikkadu,G03001012,12,Poovanpara,341,354,0,695
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03001,Anikkadu,G03001013,13,Pathikkadu,400,391,0,791
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03001,Anikkadu,G03001014,14,Marickal,488,489,0,977
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03002,Kaviyoor,G03002001,1,Aikkuzhi,533,651,0,"1,184"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03002,Kaviyoor,G03002002,2,Mundiyappally,471,482,0,953
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03002,Kaviyoor,G03002003,3,Punnilam,523,585,0,"1,108"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03002,Kaviyoor,G03002004,4,Nazhippara,487,496,0,983
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03002,Kaviyoor,G03002005,5,Kottoor,494,559,0,"1,053"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03002,Kaviyoor,G03002006,6,Mathimala,472,525,0,997
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03002,Kaviyoor,G03002007,7,Kaviyoor,491,572,0,"1,063"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03002,Kaviyoor,G03002008,8,Njalbhagom,545,597,0,"1,142"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03002,Kaviyoor,G03002009,9,Thottabhagom,476,531,0,"1,007"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03002,Kaviyoor,G03002010,10,Manackachira,326,392,0,718
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03002,Kaviyoor,G03002011,11,Padinjattumssery,461,545,0,"1,006"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03002,Kaviyoor,G03002012,12,Polachira,432,528,0,960
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03002,Kaviyoor,G03002013,13,Makattikkavala,498,558,0,"1,056"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03002,Kaviyoor,G03002014,14,Elavinal,505,543,0,"1,048"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,112,Ranni,,,Ayiroor,G,G03003,Kottanad,G03003001,1,Athyal,450,495,0,945
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,112,Ranni,,,Ayiroor,G,G03003,Kottanad,G03003002,2,Perumpetty,411,459,0,870
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,112,Ranni,,,Ayiroor,G,G03003,Kottanad,G03003003,3,Chuttumon,492,548,0,"1,040"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,112,Ranni,,,Ayiroor,G,G03003,Kottanad,G03003004,4,Kariyamplavu,413,441,0,854
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,112,Ranni,,,Ayiroor,G,G03003,Kottanad,G03003005,5,Kandanperoor,415,487,0,902
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,112,Ranni,,,Ayiroor,G,G03003,Kottanad,G03003006,6,Kalampala,450,506,0,956
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,112,Ranni,,,Ayiroor,G,G03003,Kottanad,G03003007,7,Vrindavanam,407,477,0,884
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,112,Ranni,,,Ayiroor,G,G03003,Kottanad,G03003008,8,Madathumchal,390,439,0,829
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,112,Ranni,,,Ayiroor,G,G03003,Kottanad,G03003009,9,Theodical,555,609,0,"1,164"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,112,Ranni,,,Ayiroor,G,G03003,Kottanad,G03003010,10,Vellayil,296,303,0,599
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,112,Ranni,,,Ayiroor,G,G03003,Kottanad,G03003011,11,Kurisumuttom,390,442,0,832
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,112,Ranni,,,Ayiroor,G,G03003,Kottanad,G03003012,12,Chantholil,426,501,0,927
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,112,Ranni,,,Ayiroor,G,G03003,Kottanad,G03003013,13,Chalappally,376,417,0,793
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,112,Ranni,,,Ayiroor,G,G03003,Kottanad,G03003014,14,Pulloly,438,517,0,955
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03004,Kallooppara,G03004001,1,Chengaroor,474,612,0,"1,086"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03004,Kallooppara,G03004002,2,Kanjirathinkal,471,614,0,"1,085"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03004,Kallooppara,G03004003,3,Madukkoli,544,632,0,"1,176"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03004,Kallooppara,G03004004,4,Thundiamkulam,541,588,0,"1,129"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03004,Kallooppara,G03004005,5,Thuruthicad,563,603,0,"1,166"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03004,Kallooppara,G03004006,6,Kumbhamala,553,613,0,"1,166"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03004,Kallooppara,G03004007,7,Ambattubhagom,593,729,0,"1,322"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03004,Kallooppara,G03004008,8,Madathumbhagom North,499,633,0,"1,132"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03004,Kallooppara,G03004009,9,Cherumatha,473,545,0,"1,018"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03004,Kallooppara,G03004010,10,Kalloor,563,604,0,"1,167"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03004,Kallooppara,G03004011,11,Chackombhagom,570,689,0,"1,259"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03004,Kallooppara,G03004012,12,Kadamankulam,495,553,0,"1,048"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03004,Kallooppara,G03004013,13,Sasthamgal,518,634,0,"1,152"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,111,Thiruvalla,Thiruvalla,111,Mallappally,G,G03004,Kallooppara,G03004014,14,Puthussery,518,594,0,"1,112"
Thiruvananthapuram,Pathanamthitta,Pathanamthitta,112,Ranni,,,Ayiroor,G,G03005,Kottangal,G03005001,1,Mele Padimon,494,511,0,"1,005"
