Zone,Revenue District,Org District,AC Number,AC Name,Site AC,Site AC No,Org Mandal,LB Type,Local Body Code,Local Body Name,Ward Code,Ward Number,Ward Name,Males,Females,Others,Total
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Kazhakkoottam,C,C01001,Thiruvananthapuram,C01001001,1,Kazhakkuttom,"3,995","4,643",0,"8,638"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Kazhakkoottam,C,C01001,Thiruvananthapuram,C01001002,2,Sainika School,"3,217","3,668",0,"6,885"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Kazhakkoottam,C,C01001,Thiruvananthapuram,C01001003,3,Chanthavila,"2,650","3,011",0,"5,661"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Kazhakkoottam,C,C01001,Thiruvananthapuram,C01001004,4,Kattaikonam,"3,447","3,917",0,"7,364"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Kazhakkoottam,C,C01001,Thiruvananthapuram,C01001005,5,Njandoorkonam,"3,409","3,768",0,"7,177"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Kazhakkoottam,C,C01001,Thiruvananthapuram,C01001006,6,Powdikonam,"3,456","3,779",0,"7,235"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Kazhakkoottam,C,C01001,Thiruvananthapuram,C01001007,7,Chenkottukonam,"3,229","3,576",0,"6,805"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Kazhakkoottam,C,C01001,Thiruvananthapuram,C01001008,8,Chempazhanthy,"3,601","4,042",0,"7,643"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Kazhakkoottam,C,C01001,Thiruvananthapuram,C01001009,9,Kariavattom,"3,129","3,306",0,"6,435"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Kazhakkoottam,C,C01001,Thiruvananthapuram,C01001010,10,Pangappara,"1,515","1,685",0,"3,200"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Kazhakkoottam,C,C01001,Thiruvananthapuram,C01001011,11,Sreekariyam,"3,218","3,374",0,"6,592"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Kazhakkoottam,C,C01001,Thiruvananthapuram,C01001012,12,Chellamangalam,"3,864","4,250",0,"8,114"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Kazhakkoottam,C,C01001,Thiruvananthapuram,C01001013,13,Mannanthala,"3,254","3,596",0,"6,850"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Pattom,C,C01001,Thiruvananthapuram,C01001014,14,Pathirapalli,"3,475","3,856",0,"7,331"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Pattom,C,C01001,Thiruvananthapuram,C01001015,15,Ambalamukku,"4,256","4,933",0,"9,189"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Pattom,C,C01001,Thiruvananthapuram,C01001016,16,Kudappanakunnu,"4,315","4,741",0,"9,056"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Pattom,C,C01001,Thiruvananthapuram,C01001017,17,Thuruthummoola,"3,964","4,360",0,"8,324"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Vattiyoorkavu,C,C01001,Thiruvananthapuram,C01001018,18,Nettayam,"4,562","5,026",0,"9,588"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Vattiyoorkavu,C,C01001,Thiruvananthapuram,C01001019,19,Kachani,"3,651","4,036",0,"7,687"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Vattiyoorkavu,C,C01001,Thiruvananthapuram,C01001020,20,Vazhottukonam,"4,693","5,044",0,"9,737"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Vattiyoorkavu,C,C01001,Thiruvananthapuram,C01001021,21,Kodunganoor,"4,587","5,024",0,"9,611"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Vattiyoorkavu,C,C01001,Thiruvananthapuram,C01001022,22,Vattiyoorkavu,"4,153","4,656",0,"8,809"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Vattiyoorkavu,C,C01001,Thiruvananthapuram,C01001023,23,Kanjirampara,"4,110","4,624",0,"8,734"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Vattiyoorkavu,C,C01001,Thiruvananthapuram,C01001024,24,Peroorkada,"4,017","4,343",0,"8,360"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Vattiyoorkavu,C,C01001,Thiruvananthapuram,C01001025,25,Kowdiar,"3,025","3,337",0,"6,362"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Pattom,C,C01001,Thiruvananthapuram,C01001026,26,Kuravankonam,"2,813","3,329",0,"6,142"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Pattom,C,C01001,Thiruvananthapuram,C01001027,27,Muttada,"2,834","3,171",0,"6,005"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Pattom,C,C01001,Thiruvananthapuram,C01001028,28,Chettivilakam,"2,197","2,390",0,"4,587"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Pattom,C,C01001,Thiruvananthapuram,C01001029,29,Kinavoor,"4,420","5,253",0,"9,673"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Pattom,C,C01001,Thiruvananthapuram,C01001030,30,Nalanchira,"4,220","4,535",0,"8,755"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Kazhakkoottam,C,C01001,Thiruvananthapuram,C01001031,31,Edavacode,"4,274","4,670",0,"8,944"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Ulloor,C,C01001,Thiruvananthapuram,C01001032,32,Ulloor,"3,555","3,969",0,"7,524"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Ulloor,C,C01001,Thiruvananthapuram,C01001033,33,Medical College,"2,898","3,274",0,"6,172"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Pattom,C,C01001,Thiruvananthapuram,C01001034,34,Pattom,"3,550","3,853",0,"7,403"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Pattom,C,C01001,Thiruvananthapuram,C01001035,35,Kesavadasapuram,"3,269","3,524",0,"6,793"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Pattom,C,C01001,Thiruvananthapuram,C01001036,36,Gowreeshapattom,"3,768","4,196",0,"7,964"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Pattom,C,C01001,Thiruvananthapuram,C01001037,37,Kunnukuzhy,"3,873","4,483",0,"8,356"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Pattom,C,C01001,Thiruvananthapuram,C01001038,38,Nanthancode,"3,025","3,458",0,"6,483"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,134,Thiruvananthapuram,Thiruvananthapuram,134,Thiruvananthapuram Central,C,C01001,Thiruvananthapuram,C01001039,39,Palayam,"2,776","3,156",0,"5,932"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,134,Thiruvananthapuram,Thiruvananthapuram,134,Thiruvananthapuram Central,C,C01001,Thiruvananthapuram,C01001040,40,Vazhuthacaud,"3,163","3,623",0,"6,786"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Vattiyoorkavu,C,C01001,Thiruvananthapuram,C01001041,41,Sasthamangalam,"3,151","3,472",0,"6,623"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,135,Nemom,Nemom,135,Nemom,C,C01001,Thiruvananthapuram,C01001042,42,Pangode,"4,795","5,333",0,"10,128"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,135,Nemom,Nemom,135,Nemom,C,C01001,Thiruvananthapuram,C01001043,43,Thirumala,"4,860","5,432",0,"10,292"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Vattiyoorkavu,C,C01001,Thiruvananthapuram,C01001044,44,Valiyavila,"4,000","4,447",0,"8,447"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,135,Nemom,Nemom,135,Nemom,C,C01001,Thiruvananthapuram,C01001045,45,Thrikkannapuram,"4,335","4,871",0,"9,206"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,135,Nemom,Nemom,135,Nemom,C,C01001,Thiruvananthapuram,C01001046,46,Punnakkamugal,"4,193","4,461",0,"8,654"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,135,Nemom,Nemom,135,Nemom,C,C01001,Thiruvananthapuram,C01001047,47,Poojappura,"4,374","4,847",0,"9,221"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,134,Thiruvananthapuram,Thiruvananthapuram,134,Thiruvananthapuram Central,C,C01001,Thiruvananthapuram,C01001048,48,Jagathy,"2,876","3,368",0,"6,244"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,134,Thiruvananthapuram,Thiruvananthapuram,134,Thiruvananthapuram Central,C,C01001,Thiruvananthapuram,C01001049,49,Thycaud,"3,034","3,517",0,"6,551"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,134,Thiruvananthapuram,Thiruvananthapuram,134,Thiruvananthapuram Central,C,C01001,Thiruvananthapuram,C01001050,50,Valiyasala,"3,722","4,204",0,"7,926"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,134,Thiruvananthapuram,Thiruvananthapuram,134,Thiruvananthapuram Central,C,C01001,Thiruvananthapuram,C01001051,51,Arannoor,"4,582","5,023",0,"9,605"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,135,Nemom,Nemom,135,Nemom,C,C01001,Thiruvananthapuram,C01001052,52,Mudavanmugal,"4,522","5,074",0,"9,596"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,135,Nemom,Nemom,135,Nemom,C,C01001,Thiruvananthapuram,C01001053,53,Estate,"4,032","4,439",0,"8,471"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,135,Nemom,Nemom,135,Nemom,C,C01001,Thiruvananthapuram,C01001054,54,Nemom,"3,805","4,333",0,"8,138"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,135,Nemom,Nemom,135,Nemom,C,C01001,Thiruvananthapuram,C01001055,55,Ponnumangalam,"4,067","4,472",0,"8,539"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,135,Nemom,Nemom,135,Nemom,C,C01001,Thiruvananthapuram,C01001056,56,Melamcode,"3,085","3,463",0,"6,548"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,135,Nemom,Nemom,135,Nemom,C,C01001,Thiruvananthapuram,C01001057,57,Pappanamcode,"4,230","4,756",0,"8,986"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,135,Nemom,Nemom,135,Attukal,C,C01001,Thiruvananthapuram,C01001058,58,Karamana,"4,718","4,908",0,"9,626"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,135,Nemom,Nemom,135,Attukal,C,C01001,Thiruvananthapuram,C01001059,59,Nedumcaud,"4,181","4,578",0,"8,759"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,135,Nemom,Nemom,135,Attukal,C,C01001,Thiruvananthapuram,C01001060,60,Kaladi,"3,535","3,885",0,"7,420"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,135,Nemom,Nemom,135,Nemom,C,C01001,Thiruvananthapuram,C01001061,61,Karumom,"3,496","3,829",0,"7,325"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,135,Nemom,Nemom,135,Nemom,C,C01001,Thiruvananthapuram,C01001062,62,Punchakkari,"3,349","3,783",0,"7,132"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,135,Nemom,Nemom,135,Attukal,C,C01001,Thiruvananthapuram,C01001063,63,Poonkulam,"3,864","4,317",0,"8,181"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,135,Nemom,Nemom,135,Attukal,C,C01001,Thiruvananthapuram,C01001068,68,Vellar,"3,025","3,542",0,"6,567"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,135,Nemom,Nemom,135,Attukal,C,C01001,Thiruvananthapuram,C01001069,69,Thiruvallam,"3,432","3,905",0,"7,337"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,134,Thiruvananthapuram,Thiruvananthapuram,134,Thiruvananthapuram West,C,C01001,Thiruvananthapuram,C01001070,70,Poonthura,"7,432","7,209",0,"14,641"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,134,Thiruvananthapuram,Thiruvananthapuram,134,Thiruvananthapuram West,C,C01001,Thiruvananthapuram,C01001071,71,Puthenppalli,"4,783","4,889",0,"9,672"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,135,Nemom,Nemom,135,Attukal,C,C01001,Thiruvananthapuram,C01001072,72,Ambalathara,"3,523","3,804",0,"7,327"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,135,Nemom,Nemom,135,Attukal,C,C01001,Thiruvananthapuram,C01001073,73,Attukal,"4,655","5,055",0,"9,710"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,135,Nemom,Nemom,135,Attukal,C,C01001,Thiruvananthapuram,C01001074,74,Kalippankulam,"4,273","4,561",0,"8,834"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,135,Nemom,Nemom,135,Attukal,C,C01001,Thiruvananthapuram,C01001075,75,Kamaleswaram,"4,011","4,395",0,"8,406"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,134,Thiruvananthapuram,Thiruvananthapuram,134,Thiruvananthapuram West,C,C01001,Thiruvananthapuram,C01001076,76,Beemapalli,"8,316","8,881",0,"17,197"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,134,Thiruvananthapuram,Thiruvananthapuram,134,Thiruvananthapuram West,C,C01001,Thiruvananthapuram,C01001077,77,Valiyathura,"5,743","6,231",0,"11,974"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,134,Thiruvananthapuram,Thiruvananthapuram,134,Thiruvananthapuram West,C,C01001,Thiruvananthapuram,C01001078,78,Vallakkadavu,"6,134","6,396",0,"12,530"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,134,Thiruvananthapuram,Thiruvananthapuram,134,Thiruvananthapuram West,C,C01001,Thiruvananthapuram,C01001079,79,Sreevaraham,"5,347","5,653",0,"11,000"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,134,Thiruvananthapuram,Thiruvananthapuram,134,Thiruvananthapuram Central,C,C01001,Thiruvananthapuram,C01001080,80,Manacaud,"4,507","4,834",0,"9,341"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,134,Thiruvananthapuram,Thiruvananthapuram,134,Thiruvananthapuram Central,C,C01001,Thiruvananthapuram,C01001081,81,Chalai,"5,813","6,021",0,"11,834"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,134,Thiruvananthapuram,Thiruvananthapuram,134,Thiruvananthapuram Central,C,C01001,Thiruvananthapuram,C01001082,82,Fort,"4,211","4,507",0,"8,718"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,134,Thiruvananthapuram,Thiruvananthapuram,134,Thiruvananthapuram Central,C,C01001,Thiruvananthapuram,C01001083,83,Perunthanni,"5,454","5,890",0,"11,344"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,134,Thiruvananthapuram,Thiruvananthapuram,134,Thiruvananthapuram Central,C,C01001,Thiruvananthapuram,C01001084,84,Sreekanteswaram,"3,250","3,546",0,"6,796"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,134,Thiruvananthapuram,Thiruvananthapuram,134,Thiruvananthapuram Central,C,C01001,Thiruvananthapuram,C01001085,85,Thampanoor,"4,016","4,543",0,"8,559"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,134,Thiruvananthapuram,Thiruvananthapuram,134,Thiruvananthapuram Central,C,C01001,Thiruvananthapuram,C01001086,86,Vanchiyoor,"3,563","4,066",14,"7,643"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,133,Vattiyoorkavu,Vattiyoorkavu,133,Pattom,C,C01001,Thiruvananthapuram,C01001087,87,Kannammoola,"2,936","3,359",0,"6,295"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,134,Thiruvananthapuram,Thiruvananthapuram,134,Thiruvananthapuram West,C,C01001,Thiruvananthapuram,C01001088,88,Pettah,"4,712","5,284",0,"9,996"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,134,Thiruvananthapuram,Thiruvananthapuram,134,Thiruvananthapuram West,C,C01001,Thiruvananthapuram,C01001089,89,Chackai,"3,953","4,493",0,"8,446"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,134,Thiruvananthapuram,Thiruvananthapuram,134,Thiruvananthapuram West,C,C01001,Thiruvananthapuram,C01001090,90,Vettukadu,"6,017","6,788",0,"12,805"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Ulloor,C,C01001,Thiruvananthapuram,C01001091,91,Karikkakam,"3,317","3,725",0,"7,042"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Ulloor,C,C01001,Thiruvananthapuram,C01001092,92,Kadakampally,"3,751","4,318",0,"8,069"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Ulloor,C,C01001,Thiruvananthapuram,C01001093,93,Anamugham,"3,375","3,909",0,"7,284"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Ulloor,C,C01001,Thiruvananthapuram,C01001094,94,Akkulam,"2,956","3,392",0,"6,348"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Ulloor,C,C01001,Thiruvananthapuram,C01001095,95,Cheruvaikkal,"3,000","3,178",0,"6,178"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Ulloor,C,C01001,Thiruvananthapuram,C01001096,96,Alathara,"3,230","3,679",0,"6,909"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Ulloor,C,C01001,Thiruvananthapuram,C01001097,97,Kuzhivila,"2,138","2,385",0,"4,523"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Ulloor,C,C01001,Thiruvananthapuram,C01001098,98,Poundkadavu,"3,315","3,680",0,"6,995"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Ulloor,C,C01001,Thiruvananthapuram,C01001099,99,Kulathoor,"3,065","3,332",0,"6,397"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Ulloor,C,C01001,Thiruvananthapuram,C01001100,100,Attipra,"2,362","2,715",0,"5,077"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram City,132,Kazhakkoottam,,,Ulloor,C,C01001,Thiruvananthapuram,C01001101,101,Pallithura,"3,631","3,975",0,"7,606"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,130,Nedumangad,,,Pothencode,G,G01027,Andoorkonam,G01027001,1,Maithani,652,753,0,"1,405"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,130,Nedumangad,,,Pothencode,G,G01027,Andoorkonam,G01027002,2,Karichara,640,721,0,"1,361"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,130,Nedumangad,,,Pothencode,G,G01027,Andoorkonam,G01027003,3,Velloor,508,562,0,"1,070"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,130,Nedumangad,,,Pothencode,G,G01027,Andoorkonam,G01027004,4,Gandhismarakam,607,704,0,"1,311"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,130,Nedumangad,,,Pothencode,G,G01027,Andoorkonam,G01027005,5,Koithoorkonam,667,817,0,"1,484"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,130,Nedumangad,,,Pothencode,G,G01027,Andoorkonam,G01027006,6,Thiruvelloor,556,705,0,"1,261"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,130,Nedumangad,,,Pothencode,G,G01027,Andoorkonam,G01027007,7,Keezhavoor,669,843,0,"1,512"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,130,Nedumangad,,,Pothencode,G,G01027,Andoorkonam,G01027008,8,Andoorkonam,569,620,0,"1,189"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,130,Nedumangad,,,Pothencode,G,G01027,Andoorkonam,G01027009,9,Parambilpalam,622,742,0,"1,364"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,130,Nedumangad,,,Pothencode,G,G01027,Andoorkonam,G01027010,10,Paichira,680,755,0,"1,435"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,130,Nedumangad,,,Pothencode,G,G01027,Andoorkonam,G01027011,11,Kallupalam,606,713,0,"1,319"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,130,Nedumangad,,,Pothencode,G,G01027,Andoorkonam,G01027012,12,Pallichaveedu,450,487,0,937
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,130,Nedumangad,,,Pothencode,G,G01027,Andoorkonam,G01027013,13,Kunninakam,524,637,0,"1,161"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,130,Nedumangad,,,Pothencode,G,G01027,Andoorkonam,G01027014,14,Alummoodu,568,654,0,"1,222"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,130,Nedumangad,,,Pothencode,G,G01027,Andoorkonam,G01027015,15,Thekkevila,727,890,0,"1,617"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,130,Nedumangad,,,Pothencode,G,G01027,Andoorkonam,G01027016,16,Valiyaveedu,629,786,0,"1,415"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,130,Nedumangad,,,Pothencode,G,G01027,Andoorkonam,G01027017,17,Kaniyapuram,528,598,0,"1,126"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,130,Nedumangad,,,Pothencode,G,G01027,Andoorkonam,G01027018,18,Pallippuram,401,492,0,893
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,130,Nedumangad,,,Pothencode,G,G01027,Andoorkonam,G01027019,19,Sreepadam,481,558,0,"1,039"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,130,Nedumangad,,,Pothencode,G,G01027,Andoorkonam,G01027020,20,Kandal,573,649,0,"1,222"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,129,Chirayankeezhu,,,Chirayinkeezhu,G,G01028,Kadinamkulam,G01028001,1,Cheramanthuruthu,861,"1,021",0,"1,882"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,129,Chirayankeezhu,,,Chirayinkeezhu,G,G01028,Kadinamkulam,G01028002,2,Kadinamkulam,861,"1,038",0,"1,899"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,129,Chirayankeezhu,,,Chirayinkeezhu,G,G01028,Kadinamkulam,G01028003,3,Kandavila,641,750,0,"1,391"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,129,Chirayankeezhu,,,Chirayinkeezhu,G,G01028,Kadinamkulam,G01028004,4,Channankara,865,976,0,"1,841"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,129,Chirayankeezhu,,,Chirayinkeezhu,G,G01028,Kadinamkulam,G01028005,5,Anakkapillai,"1,056","1,241",0,"2,297"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,129,Chirayankeezhu,,,Chirayinkeezhu,G,G01028,Kadinamkulam,G01028006,6,Padinjattumukku,885,"1,074",0,"1,959"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,129,Chirayankeezhu,,,Chirayinkeezhu,G,G01028,Kadinamkulam,G01028007,7,Chirackal,867,"1,090",0,"1,957"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,129,Chirayankeezhu,,,Chirayinkeezhu,G,G01028,Kadinamkulam,G01028008,8,Chittattumukku,559,706,0,"1,265"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,129,Chirayankeezhu,,,Chirayinkeezhu,G,G01028,Kadinamkulam,G01028009,9,Menamkulam,774,923,0,"1,697"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,129,Chirayankeezhu,,,Chirayinkeezhu,G,G01028,Kadinamkulam,G01028010,10,Kalpana North,628,793,0,"1,421"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,129,Chirayankeezhu,,,Chirayinkeezhu,G,G01028,Kadinamkulam,G01028011,11,Kalpana South,335,368,0,703
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,129,Chirayankeezhu,,,Chirayinkeezhu,G,G01028,Kadinamkulam,G01028012,12,Vilayilkulam East,535,626,0,"1,161"
Thiruvananthapuram,Thiruvananthapuram,Thiruvananthapuram North,129,Chirayankeezhu,,,Chirayinkeezhu,G,G01028,Kadinamkulam,G01028013,13,Vilayilkulam West,517,584,0,"1,101"
